ordinalencoder__V2,ordinalencoder__V3,ordinalencoder__V4,ordinalencoder__V5,ordinalencoder__V7,ordinalencoder__V8,ordinalencoder__V11,remainder__V1,remainder__V6,remainder__V12,remainder__V13,remainder__V14,remainder__V15,target
0,0,1,0,0,0,8,35,534,669,1,312,3,2
0,0,1,0,1,0,8,42,-106,495,1,347,3,1
0,1,1,0,1,0,8,57,-967,8,7,-1,0,1
1,2,1,0,1,0,8,32,2597,233,1,368,1,1
1,2,2,0,0,0,8,28,1372,48,4,298,1,1
9,2,1,0,1,0,8,32,-234,24,7,-1,0,1
4,1,2,0,1,0,8,27,1531,187,1,367,4,1
7,1,1,0,1,1,8,43,68,159,1,-1,0,1
10,2,1,0,1,0,8,26,130,283,3,-1,0,1
3,1,2,0,1,0,8,35,1265,326,5,179,4,2
0,2,2,0,1,0,8,32,1531,58,1,352,5,1
1,1,1,0,1,0,8,40,-450,181,1,-1,0,1
1,2,0,0,1,0,8,37,851,151,1,352,1,1
9,2,2,0,1,0,8,31,4561,301,1,274,2,1
9,2,1,0,1,0,8,26,276,106,1,368,4,1
1,2,0,0,1,0,8,30,413,148,1,345,4,1
1,0,1,0,0,0,8,59,3573,44,1,-1,0,1
7,2,1,0,1,1,8,23,567,358,1,-1,0,1
9,1,2,0,1,0,8,55,-466,901,1,-1,0,2
9,1,1,0,1,1,8,27,317,1286,1,-1,0,1
1,1,0,0,1,1,8,33,1138,122,2,343,4,1
0,2,1,0,1,0,8,28,7,87,1,-1,0,1
8,2,2,0,1,0,8,26,641,55,1,368,1,1
1,2,1,0,1,0,8,32,75,127,1,-1,0,1
7,1,1,0,1,0,8,32,38,744,1,-1,0,2
9,2,1,0,1,1,8,35,705,177,1,361,3,1
1,1,1,0,1,1,8,31,154,454,1,-1,0,1
4,2,1,0,1,0,8,28,703,485,1,88,1,2
1,0,1,0,1,0,8,48,501,12,5,-1,0,1
0,0,1,0,0,0,8,31,360,332,1,297,2,1
1,2,1,0,1,0,8,31,39,123,5,-1,0,1
1,2,0,0,1,0,8,53,210,984,1,368,1,1
1,1,0,0,1,0,8,29,10191,282,2,-1,0,1
1,1,0,0,1,0,8,34,431,514,1,-1,0,1
9,2,1,0,1,1,8,24,246,224,1,-1,0,1
1,1,0,0,1,1,8,37,-29,25,1,350,5,1
1,1,1,0,1,0,8,34,362,151,1,-1,0,1
9,2,2,0,1,0,8,30,1323,223,1,-1,0,1
0,1,1,0,1,0,8,31,685,552,1,329,3,2
1,1,1,0,1,0,8,43,3549,7,5,-1,0,1
7,2,1,0,0,0,8,32,-341,339,1,345,3,1
7,2,3,0,1,0,8,23,15,76,2,364,2,1
4,2,2,0,1,0,8,29,499,338,1,-1,0,1
0,1,0,0,1,0,8,49,169,82,3,-1,0,1
9,1,0,0,1,0,8,58,10,298,1,-1,0,1
0,2,1,0,1,1,8,29,710,51,1,345,2,1
1,2,0,0,1,0,8,38,1583,386,1,-1,0,1
7,2,1,0,1,0,8,26,2047,457,1,-1,0,1
7,1,1,0,1,0,8,42,9277,395,1,361,3,1
1,2,1,0,1,0,8,23,780,416,1,-1,0,2
1,2,0,0,1,0,8,24,388,193,2,-1,0,1
2,1,0,0,1,1,8,45,5315,262,2,-1,0,1
7,1,1,0,1,0,8,33,174,45,1,298,1,1
1,1,0,0,1,0,8,38,1099,22,5,-1,0,1
9,2,2,0,1,0,8,26,-67,637,1,-1,0,2
2,1,3,0,1,0,8,39,98,59,3,367,1,1
1,0,1,0,1,0,8,36,421,34,7,360,4,1
2,1,2,0,1,0,8,42,34,272,1,-1,0,1
8,2,1,0,0,0,8,24,2,48,1,-1,0,1
9,2,1,0,1,0,8,35,-89,75,1,368,1,1
9,1,1,0,1,0,8,56,276,301,1,368,1,1
9,2,1,0,1,1,8,38,1270,164,1,337,6,1
1,1,0,0,1,0,8,30,714,199,1,-1,0,1
9,1,1,0,1,1,8,30,-206,133,1,-1,0,1
1,1,0,0,1,1,8,46,1085,523,2,353,58,2
7,2,1,0,1,0,8,27,-74,151,1,345,1,1
7,2,1,0,1,0,8,32,1987,36,2,176,2,1
1,2,0,0,1,0,8,29,-24,325,1,-1,0,1
4,1,0,0,1,0,8,39,197,193,1,-1,0,1
1,1,0,0,1,0,8,31,-365,36,1,-1,0,1
1,2,1,0,1,0,8,31,-4,110,1,-1,0,1
7,1,1,0,1,0,8,39,3165,56,1,368,2,1
1,1,1,0,1,0,8,23,-295,411,1,323,2,1
9,2,1,0,1,0,8,29,213,174,1,361,1,1
7,2,1,0,1,0,8,33,450,148,2,365,2,1
1,1,1,0,1,0,8,28,83,224,1,-1,0,1
1,2,1,0,1,1,8,28,-545,322,1,-1,0,1
8,2,2,0,1,0,8,25,1433,520,1,-1,0,1
0,0,1,0,1,0,8,44,-179,333,1,-1,0,1
1,2,1,0,1,0,8,24,3,311,1,-1,0,1
7,2,1,0,1,1,8,30,-100,292,1,-1,0,1
1,2,1,0,1,0,8,28,-267,145,2,329,4,1
0,2,2,0,1,0,8,35,1374,319,1,-1,0,1
2,1,2,0,1,0,8,32,721,128,1,-1,0,1
9,2,2,0,1,0,8,32,1710,439,1,175,3,1
7,1,1,0,1,1,8,36,647,290,2,-1,0,1
1,2,0,0,1,0,8,34,4260,375,1,-1,0,1
0,2,1,0,0,0,8,31,1340,185,1,-1,0,1
1,2,1,0,1,0,8,25,171,178,1,359,2,1
1,1,1,0,1,0,8,33,463,27,5,-1,0,1
1,1,1,0,1,0,8,46,51,333,1,-1,0,1
7,2,1,0,1,0,8,28,221,256,1,-1,0,1
1,1,1,0,1,0,8,43,10910,66,2,-1,0,1
9,2,3,0,1,0,8,30,878,173,3,298,3,1
10,0,2,0,1,0,8,35,8903,171,1,175,6,1
6,2,2,0,1,0,8,24,91,134,2,-1,0,1
1,1,0,0,1,0,8,45,900,26,1,340,1,1
7,2,1,0,1,0,8,33,-198,256,1,359,3,1
1,1,0,0,1,0,8,58,781,74,2,-1,0,1
1,1,0,0,1,1,8,37,508,340,1,-1,0,1
0,0,1,0,1,0,8,31,-254,237,2,-1,0,1
1,1,1,0,1,0,8,34,29,285,5,-1,0,2
1,1,0,0,1,0,8,29,149,242,2,-1,0,1
8,2,1,0,1,0,8,22,2589,239,1,352,1,1
1,1,0,0,1,0,8,60,38,109,11,373,1,1
4,2,2,0,0,0,8,60,560,730,5,-1,0,2
2,1,2,0,1,0,8,30,3037,10,5,175,7,1
4,2,2,0,1,0,8,35,6781,19,6,-1,0,1
9,2,1,0,1,0,8,38,553,178,2,270,8,1
3,1,0,0,1,0,8,58,260,71,5,364,3,1
5,1,0,0,1,1,8,50,172,7,6,-1,0,1
1,1,1,0,1,0,8,32,2,16,9,309,1,1
7,1,1,0,1,0,8,32,180,45,2,-1,0,1
4,1,2,0,1,0,8,41,526,229,5,268,4,1
1,1,3,0,1,0,8,43,285,22,6,-1,0,1
0,2,1,0,1,1,8,24,926,191,1,-1,0,1
8,2,2,0,1,0,8,28,22,536,2,-1,0,2
7,1,1,0,1,0,8,29,6567,792,2,298,1,2
1,2,1,0,1,0,8,31,184,178,1,-1,0,1
1,1,1,0,1,1,8,55,1078,41,1,-1,0,1
6,1,3,0,1,0,8,47,14,142,1,-1,0,1
7,1,1,0,1,0,8,35,2791,45,1,-1,0,1
9,1,1,0,1,0,8,25,691,333,1,330,2,1
0,1,1,0,1,0,8,38,257,10,5,-1,0,1
1,1,1,0,1,0,8,32,99,166,2,-1,0,1
1,1,1,0,1,0,8,34,2994,358,1,176,1,1
1,1,0,0,1,0,8,39,-50,100,1,-1,0,1
7,1,1,0,1,0,8,33,624,423,1,-1,0,1
0,2,1,0,1,0,8,29,405,84,1,345,1,1
7,1,1,0,1,0,8,30,683,66,1,-1,0,1
2,1,1,0,1,0,8,39,2139,576,4,371,1,2
1,1,1,0,1,0,8,44,167,79,2,373,1,1
4,0,2,0,1,0,8,53,50,669,1,337,3,2
7,1,1,0,1,0,8,27,311,50,1,352,1,1
2,1,1,0,1,0,8,39,680,135,1,361,2,1
8,1,1,0,1,0,8,31,147,456,1,-1,0,1
4,1,0,0,1,0,8,33,142,87,1,368,1,1
4,2,2,0,1,1,8,32,435,676,3,-1,0,1
1,2,0,0,1,0,8,29,722,78,1,359,1,1
6,1,1,0,1,0,8,49,505,354,2,-1,0,1
0,2,1,0,1,0,8,32,6042,183,1,361,1,1
1,1,1,0,1,0,8,42,505,117,1,-1,0,1
7,1,0,0,1,0,8,55,-747,265,7,-1,0,1
0,0,1,0,1,0,8,49,132,98,1,350,1,1
9,2,1,0,1,0,8,26,626,412,2,-1,0,1
4,2,2,0,1,0,8,30,1692,251,1,-1,0,1
1,1,1,0,1,1,8,29,47,245,1,-1,0,1
10,1,1,0,1,0,8,54,582,693,5,372,2,2
8,2,2,0,1,0,8,29,80,15,5,361,1,1
0,2,1,0,1,0,8,34,6979,14,5,-1,0,1
1,2,2,0,1,0,8,25,1395,268,1,-1,0,1
7,2,1,0,1,0,8,26,212,144,2,352,1,1
1,2,1,0,1,1,8,31,210,166,1,-1,0,1
4,0,2,0,1,0,8,51,-227,404,1,-1,0,1
4,1,1,0,1,0,8,34,-285,192,1,276,3,1
9,2,1,0,1,1,8,34,194,1015,1,-1,0,2
7,2,1,0,1,0,8,27,353,663,1,-1,0,2
8,2,1,0,1,0,8,28,217,238,2,372,1,1
1,1,0,0,1,0,8,32,252,52,1,-1,0,1
7,1,1,0,1,0,8,23,2211,210,2,-1,0,1
1,0,1,0,0,0,8,42,198,133,1,-1,0,1
8,2,1,0,1,0,8,26,2138,18,8,371,1,1
0,1,1,0,0,0,8,39,-650,123,2,364,1,1
9,2,2,0,1,0,8,29,226,261,1,-1,0,1
1,1,0,0,1,0,8,52,134,81,2,295,3,1
0,1,1,0,0,0,8,36,1479,65,2,-1,0,1
7,2,1,0,1,0,8,28,341,437,3,347,3,2
7,2,1,0,1,0,8,37,1175,102,1,333,2,1
1,1,1,0,1,0,8,29,339,63,3,354,2,1
6,1,2,0,1,0,8,41,6000,217,6,178,1,1
4,2,2,0,1,0,8,29,1388,157,3,-1,0,1
1,1,0,0,0,0,8,32,2198,463,1,175,4,1
2,1,2,1,1,0,8,39,-172,562,2,-1,0,2
1,1,0,0,1,0,8,37,-212,189,3,352,1,1
9,1,0,0,1,0,8,30,95,220,2,298,1,1
9,2,1,0,1,0,8,39,12,500,2,352,2,1
1,2,3,0,1,1,8,27,-15,212,4,312,6,1
0,2,1,0,1,0,8,41,2002,172,2,350,1,1
7,1,1,0,1,0,8,32,118,20,6,-1,0,1
1,1,0,0,1,1,8,58,5431,327,3,374,1,1
0,0,1,0,1,0,8,41,2550,894,2,347,2,1
0,1,1,0,1,0,8,40,438,823,2,-1,0,1
1,1,1,0,1,0,8,28,2257,352,1,-1,0,1
8,2,1,0,1,0,8,21,126,52,1,-1,0,1
0,1,1,0,1,1,8,31,728,152,1,352,4,1
7,2,2,0,1,1,8,30,717,116,1,-1,0,1
7,2,1,0,1,1,8,34,4062,29,1,-1,0,1
5,0,1,0,1,0,8,60,-639,585,1,-1,0,2
0,2,2,0,1,0,8,27,144,95,1,-1,0,1
0,2,1,0,1,0,8,23,252,56,1,-1,0,1
0,2,1,0,1,0,8,22,118,564,3,-1,0,1
0,2,1,0,1,0,8,28,-215,188,1,360,3,1
0,2,2,0,1,0,8,25,1056,363,1,-1,0,1
1,1,0,0,1,0,8,52,2396,48,7,-1,0,1
7,1,1,0,0,0,8,32,3268,147,1,-1,0,1
7,0,1,0,1,0,8,33,2411,360,1,-1,0,1
1,1,1,0,1,0,8,41,49,342,2,-1,0,1
1,1,1,0,1,0,8,28,0,6,4,-1,0,1
8,2,1,0,1,0,8,23,556,170,2,-1,0,1
0,2,0,0,1,0,8,50,181,119,4,372,3,1
5,0,1,0,1,0,8,60,4974,80,4,-1,0,1
8,2,1,0,1,0,8,26,864,659,1,-1,0,2
4,1,1,0,1,1,8,32,134,532,3,-1,0,2
1,1,0,0,1,0,8,39,2288,265,1,-1,0,1
4,1,2,0,1,0,8,40,592,15,11,-1,0,1
1,2,0,0,1,0,8,48,244,54,5,-1,0,1
0,2,1,0,0,0,8,40,50,837,1,-1,0,2
1,1,1,0,1,0,8,33,1,67,4,178,3,1
4,1,2,0,1,1,8,46,2851,77,4,-1,0,1
4,2,1,0,1,0,8,30,340,136,2,361,1,1
7,1,1,0,1,0,8,41,2399,303,2,351,2,1
2,1,2,0,1,0,8,38,2069,358,7,-1,0,1
1,0,1,0,1,0,8,34,1614,228,2,297,1,1
1,1,0,0,0,0,8,33,35,47,3,-1,0,1
1,1,0,0,1,0,8,39,315,259,3,353,3,1
0,2,1,0,1,0,8,25,507,832,1,367,3,2
1,2,0,0,1,0,8,23,8627,169,1,346,1,1
0,2,1,0,1,0,8,21,66,31,1,330,2,1
8,2,1,0,1,0,8,22,4038,1380,1,-1,0,1
9,2,2,0,1,1,8,28,372,201,3,294,2,1
7,1,1,0,1,0,8,42,1370,36,2,-1,0,1
1,1,0,0,1,0,8,44,-101,679,1,366,4,2
4,1,2,0,1,0,8,33,287,199,2,274,3,1
1,1,0,0,1,0,8,41,89,58,3,359,2,1
9,1,0,0,1,0,8,52,-50,129,2,-1,0,1
1,1,0,0,1,0,8,47,-290,495,1,-1,0,1
1,2,1,0,1,0,8,27,940,141,1,343,3,1
1,2,0,0,1,0,8,33,165,139,2,-1,0,1
1,0,1,0,1,0,8,41,2540,82,2,366,1,1
1,1,1,0,1,0,8,48,480,830,1,352,2,2
2,2,1,0,1,0,8,37,-22,317,1,-1,0,2
9,2,1,0,1,0,8,35,1501,26,1,357,1,1
0,0,1,0,1,0,8,39,878,611,5,-1,0,2
4,1,2,0,1,1,8,46,810,33,2,176,1,1
9,0,1,0,1,0,8,52,144,362,1,-1,0,1
0,1,1,0,1,0,8,40,2574,432,1,176,1,2
1,2,0,0,1,0,8,26,17,86,2,367,2,1
9,2,1,0,1,0,8,25,173,186,2,-1,0,1
1,1,0,0,1,0,8,33,309,42,4,-1,0,1
1,2,1,0,1,0,8,24,833,956,1,-1,0,2
1,2,1,0,1,0,8,27,20,175,1,364,3,1
4,2,2,0,1,0,8,30,1761,229,2,294,1,1
9,2,2,0,1,0,8,29,940,757,1,330,1,1
7,1,1,0,1,1,8,48,975,521,2,-1,0,1
8,2,1,0,1,0,8,25,1919,264,1,351,4,1
0,2,1,0,1,0,8,31,-1,99,1,352,1,1
2,1,1,0,1,0,8,42,169,87,4,-1,0,1
2,2,2,0,1,0,8,26,255,401,1,-1,0,1
9,1,1,0,1,0,8,51,1174,301,1,-1,0,1
7,2,1,0,1,0,8,26,46,17,3,351,6,1
1,1,0,0,1,0,8,58,66,184,4,-1,0,1
1,1,1,0,0,0,8,30,3,42,2,297,1,1
1,2,1,0,1,0,8,36,103,200,5,-1,0,1
1,1,1,0,1,1,8,49,1230,167,2,373,3,1
0,2,1,0,1,0,8,37,309,58,3,-1,0,1
1,0,1,0,1,0,8,38,226,167,4,-1,0,1
9,2,1,0,1,0,8,39,400,237,2,-1,0,1
4,1,2,0,1,1,8,31,527,98,2,359,1,1
7,1,1,0,1,0,8,40,771,173,4,-1,0,1
7,1,3,0,1,0,8,46,72,165,3,-1,0,1
4,2,2,0,1,0,8,31,2734,858,3,-1,0,2
1,1,1,0,1,0,8,29,-114,132,2,359,2,1
4,1,1,0,1,0,8,57,39,114,2,-1,0,1
9,2,1,0,1,0,8,33,1064,173,2,-1,0,1
5,0,2,0,1,0,8,56,-458,406,4,296,3,1
0,0,1,0,1,0,8,42,241,1012,3,-1,0,2
4,2,2,0,1,1,8,31,74,13,11,-1,0,1
9,2,1,0,1,0,8,30,-109,73,2,297,2,1
0,0,1,0,1,0,8,35,-133,160,2,-1,0,1
1,0,0,0,1,0,8,34,390,372,2,371,2,1
1,0,0,0,1,0,8,34,0,206,5,-1,0,1
4,2,2,0,1,0,8,34,2360,137,2,176,1,1
1,1,0,0,1,0,8,51,129,611,2,-1,0,2
1,1,1,0,1,0,8,49,598,219,6,-1,0,1
10,1,1,0,1,0,8,45,-407,320,3,371,2,1
6,1,0,0,1,0,8,59,671,57,2,332,3,1
1,0,0,0,1,0,8,52,29,223,2,298,1,1
7,0,1,0,1,0,8,32,-34,147,2,-1,0,1
8,2,1,0,1,0,8,29,949,109,2,352,1,1
1,1,1,0,1,0,8,40,1145,175,4,-1,0,1
9,1,1,0,0,0,8,31,84,264,2,-1,0,1
9,0,1,0,1,0,8,33,855,124,3,-1,0,1
4,2,2,0,1,0,8,28,41,885,3,352,2,2
4,1,2,0,1,0,8,32,3387,1111,5,-1,0,2
7,2,1,1,1,0,8,26,-162,44,2,-1,0,1
6,1,1,0,1,0,8,49,2576,64,6,-1,0,1
1,1,1,0,1,0,8,29,25,50,5,-1,0,1
6,2,2,0,1,0,8,27,362,76,2,-1,0,1
9,1,2,0,1,0,8,38,432,10,2,373,1,1
1,1,1,0,1,0,8,43,5997,270,3,-1,0,1
1,1,0,0,1,1,8,28,278,31,9,373,4,1
9,2,2,0,1,1,8,28,-594,296,2,353,2,1
9,1,2,0,1,0,8,36,530,239,2,-1,0,1
9,1,1,0,1,0,8,57,225,22,7,337,12,1
0,2,1,0,1,0,8,36,148,1357,4,374,2,2
0,1,0,0,1,0,8,30,624,212,2,368,1,1
4,2,2,0,1,0,8,27,7944,99,3,346,1,1
7,2,1,0,1,0,8,38,70,150,3,-1,0,1
4,2,2,0,1,1,8,30,9,582,2,-1,0,1
1,1,1,0,1,0,8,36,249,709,5,-1,0,2
9,2,1,0,1,0,8,30,1395,199,2,354,1,1
7,1,1,0,1,0,8,55,841,140,9,372,4,1
4,1,2,0,1,0,8,33,2044,102,3,177,1,1
7,2,1,0,1,0,8,40,65,15,3,-1,0,1
1,0,1,0,1,0,8,24,513,61,3,-1,0,1
7,0,1,0,1,0,8,44,-2,152,5,-1,0,1
0,1,1,0,1,0,8,33,1293,245,9,373,2,1
6,2,2,0,1,0,8,38,5774,406,4,359,5,2
7,2,1,0,1,0,8,26,0,23,8,-1,0,1
9,1,1,0,0,0,8,33,-204,297,3,-1,0,1
1,0,0,0,1,1,8,44,-97,197,3,288,4,1
1,0,1,0,1,0,8,32,201,63,8,365,24,1
0,2,1,0,1,0,8,26,140,103,5,-1,0,1
4,1,2,0,1,0,8,40,-1212,1259,2,333,18,1
4,2,2,0,1,1,8,34,-184,80,3,352,1,1
1,2,1,0,1,0,8,25,381,951,1,-1,0,1
1,1,1,0,0,0,8,27,5854,255,2,-1,0,1
7,1,1,0,1,1,8,45,-1621,8,2,346,5,1
0,1,1,0,1,1,8,37,-557,284,15,-1,0,1
7,2,1,0,1,0,8,44,532,550,2,340,2,1
0,2,1,0,1,0,8,41,90,77,2,347,4,1
9,1,1,0,1,0,8,34,393,314,2,177,6,1
4,1,2,0,1,0,8,33,3301,536,2,-1,0,1
7,1,1,0,1,1,8,25,806,193,2,-1,0,1
9,1,1,0,1,0,8,30,-910,124,2,298,1,1
9,2,2,0,0,0,8,39,1674,12,10,178,1,1
9,2,2,0,1,0,8,31,6138,134,5,-1,0,1
9,1,1,0,1,0,8,34,656,10,7,372,1,1
0,0,1,0,1,0,8,54,-394,895,5,365,2,1
4,1,2,0,1,0,8,38,8,17,8,-1,0,1
10,1,1,0,1,0,8,34,-16,212,3,364,2,1
9,2,1,0,1,0,8,56,751,43,8,177,5,1
1,1,1,0,1,0,8,40,5,364,2,-1,0,1
7,2,1,0,1,0,8,39,315,14,3,-1,0,1
7,2,1,0,1,1,8,28,118,376,3,368,1,1
1,2,1,0,1,0,8,28,3412,22,4,-1,0,1
1,1,1,0,0,0,8,58,238,122,8,-1,0,1
2,1,1,0,1,0,8,35,4872,34,3,-1,0,1
8,2,1,0,1,0,8,36,3551,134,9,-1,0,1
1,0,1,0,1,0,8,40,0,21,2,-1,0,1
1,1,1,0,1,0,8,30,-99,144,5,-1,0,1
7,0,1,0,1,0,8,43,7816,16,3,-1,0,1
0,1,1,0,1,0,8,40,0,13,8,366,7,1
1,1,0,0,1,1,8,60,14,781,4,178,3,1
1,2,1,0,1,0,8,41,6393,128,3,-1,0,1
7,1,1,0,1,0,8,39,435,411,6,175,3,1
3,0,0,0,1,0,8,31,168,266,3,-1,0,1
1,1,0,0,1,0,8,32,233,391,2,-1,0,1
1,1,1,0,1,0,8,48,1267,195,4,-1,0,1
1,1,0,0,1,0,8,48,108,74,5,367,7,1
1,1,0,0,1,0,8,36,49,232,2,365,5,1
0,0,1,0,0,0,8,30,891,340,2,368,1,1
1,1,1,0,1,0,8,31,1803,350,8,360,1,1
4,1,2,0,1,0,8,27,54,309,3,-1,0,1
9,2,1,0,1,1,8,43,-266,12,5,-1,0,1
1,2,1,0,1,0,8,28,-208,136,3,359,2,1
1,1,1,0,1,0,8,49,3309,349,2,-1,0,1
0,0,1,0,1,0,8,34,1268,259,3,-1,0,1
4,2,2,0,1,0,8,30,355,153,2,-1,0,1
1,2,1,0,1,0,8,32,138,215,2,-1,0,1
0,2,1,0,1,0,8,29,-349,233,4,-1,0,1
0,1,1,0,1,0,8,38,1852,298,2,-1,0,1
4,2,2,0,1,1,8,44,-1313,104,10,-1,0,1
4,1,2,0,0,0,8,38,676,59,3,-1,0,1
1,1,0,0,1,0,8,47,537,49,3,-1,0,1
7,1,1,0,1,0,8,36,-74,113,6,-1,0,1
7,2,1,0,1,0,8,36,0,1002,4,-1,0,2
1,2,0,0,1,0,8,27,-179,54,2,-1,0,1
0,2,1,0,1,0,8,24,290,80,3,368,4,1
1,0,1,0,1,0,8,35,1780,306,3,347,9,1
0,2,1,0,1,0,8,36,185,61,4,371,5,1
0,1,1,0,1,0,8,45,369,20,5,-1,0,1
1,2,0,0,1,0,8,45,116,16,5,365,1,1
0,1,1,0,0,0,8,32,337,51,3,368,1,1
2,1,1,0,1,0,8,29,422,69,3,361,2,1
1,1,0,0,1,0,8,40,1841,880,4,-1,0,2
9,1,1,0,1,0,8,27,2460,600,2,-1,0,1
9,1,2,0,0,0,8,31,165,218,4,-1,0,1
6,2,1,0,1,0,8,45,2762,18,6,-1,0,1
0,2,1,0,1,0,8,31,862,47,2,-1,0,1
4,1,1,0,1,0,8,33,1423,333,2,364,3,1
5,2,1,0,0,1,8,25,366,102,2,364,2,1
4,2,2,0,1,0,8,32,6248,64,3,371,2,1
4,1,2,0,1,0,8,41,30,101,4,291,6,1
1,1,0,0,1,0,8,37,-137,800,5,-1,0,1
1,2,1,0,1,0,8,29,244,19,2,-1,0,1
5,1,1,1,1,0,8,57,32,476,3,-1,0,1
4,1,2,0,1,1,8,54,284,65,5,-1,0,1
4,2,2,0,1,0,8,34,178,14,2,-1,0,1
1,2,1,0,0,0,8,29,7531,50,2,-1,0,1
0,1,1,0,1,1,8,45,72,262,2,352,2,1
0,2,1,0,1,0,8,33,5,934,2,368,2,2
4,2,2,0,1,0,8,39,11971,75,10,179,5,1
1,2,1,0,1,0,8,32,574,51,4,-1,0,1
0,1,2,0,0,0,8,30,-750,208,3,-1,0,1
6,1,1,0,1,0,8,35,-56,162,2,361,3,1
0,1,1,0,1,1,8,57,407,166,3,-1,0,1
1,1,1,0,1,0,8,40,187,53,3,-1,0,1
8,2,1,0,1,0,8,26,372,34,11,374,2,1
0,2,1,0,0,0,8,34,3160,22,8,331,13,1
1,1,0,0,1,0,8,45,302,258,3,-1,0,1
1,2,0,0,1,1,8,44,-234,71,3,347,1,1
4,2,2,0,1,0,8,40,269,11,8,-1,0,1
1,1,0,0,1,0,8,34,72,93,3,-1,0,1
0,1,1,0,1,0,8,34,-297,92,4,353,3,1
1,1,1,0,1,0,8,32,9714,1237,2,361,2,1
1,1,0,0,1,0,8,37,2120,655,3,175,4,2
7,1,1,0,1,0,8,46,-119,138,2,297,3,1
6,1,1,0,1,1,8,30,220,187,3,-1,0,1
0,1,1,0,1,0,8,36,2278,200,3,298,1,1
1,1,1,0,1,0,8,41,780,432,3,-1,0,1
7,0,1,0,1,1,8,41,5745,69,3,357,1,1
7,2,1,0,1,0,8,45,1378,25,5,372,2,1
9,0,2,0,1,0,8,55,525,28,8,366,4,1
1,0,1,0,1,0,8,37,625,68,4,359,2,1
4,2,2,0,1,1,8,34,1012,109,3,-1,0,1
2,2,2,0,1,1,8,25,16874,117,2,-1,0,1
0,1,1,0,1,0,8,29,252,1223,3,371,1,1
4,1,1,0,0,0,8,38,341,136,3,346,2,1
7,2,1,0,1,0,8,33,239,101,2,-1,0,1
0,0,1,0,1,0,8,40,952,126,2,333,1,1
1,1,0,0,1,0,8,43,-67,137,7,371,1,1
0,1,1,0,1,0,8,39,8,155,6,-1,0,1
1,1,0,0,1,0,8,23,531,509,3,345,9,1
0,1,1,0,1,0,8,27,1417,143,2,343,3,1
1,1,0,0,1,0,8,55,135,641,6,-1,0,1
9,2,1,0,1,0,8,29,-219,85,3,368,2,1
0,2,1,0,1,0,8,40,1112,104,2,-1,0,1
4,2,2,0,1,0,8,51,297,415,4,375,1,2
1,1,0,0,1,0,8,46,494,131,3,365,1,1
2,1,1,0,1,0,8,34,183,339,4,-1,0,1
1,1,1,0,1,0,8,39,11854,15,9,-1,0,1
7,0,1,0,1,0,8,34,89,1871,4,-1,0,2
6,1,1,0,1,1,8,50,358,315,3,367,3,1
1,1,0,0,1,0,8,45,1945,63,4,-1,0,1
9,2,2,0,1,0,8,35,13460,1068,3,-1,0,2
8,2,0,0,1,0,8,26,177,58,3,-1,0,1
9,2,1,0,1,0,8,39,-529,22,8,175,5,1
1,1,0,0,1,0,8,42,686,1326,6,175,3,1
9,1,2,0,1,0,8,34,11752,149,7,-1,0,1
1,2,0,0,1,0,8,33,-104,34,10,331,16,1
1,2,0,0,1,0,8,28,1518,204,3,359,3,1
4,2,2,0,1,0,8,29,1273,44,9,-1,0,1
0,2,1,0,1,0,8,31,320,376,2,-1,0,1
4,2,1,0,1,0,8,44,3684,31,5,179,3,1
7,1,1,0,0,0,8,47,223,133,2,-1,0,1
6,1,1,0,1,1,8,26,492,439,4,-1,0,1
0,2,2,0,1,0,8,27,3672,157,2,351,5,1
1,1,0,0,1,0,8,43,46,38,7,332,6,1
1,1,1,0,1,0,8,59,437,73,4,-1,0,1
1,1,0,0,1,0,8,56,827,462,4,-1,0,2
1,2,1,0,1,0,8,26,474,504,2,-1,0,1
8,1,2,0,1,0,8,28,327,104,3,-1,0,1
7,1,1,0,1,0,8,34,190,121,3,-1,0,1
9,1,1,0,1,0,8,30,3123,49,2,333,5,1
8,2,2,0,1,0,8,27,4869,258,2,343,4,1
9,2,1,0,1,0,8,33,930,163,5,359,1,1
1,1,0,0,1,0,8,42,-336,12,6,-1,0,1
0,2,0,0,1,0,8,33,-258,158,2,352,2,1
1,1,1,0,1,0,8,33,-63,126,2,350,1,1
6,1,1,0,1,0,8,32,329,166,4,-1,0,1
9,1,2,0,1,1,8,42,-378,11,7,330,2,1
1,2,0,0,1,0,8,33,577,59,4,-1,0,1
1,1,1,0,1,1,8,35,205,1313,7,312,1,2
4,1,2,1,1,0,8,35,-10,168,2,364,1,1
0,1,1,0,1,0,8,38,1949,157,3,-1,0,1
4,2,2,0,1,0,8,32,6542,1598,4,175,5,2
4,1,2,0,1,0,8,31,1010,385,3,364,9,1
2,1,1,0,0,1,8,38,157,57,11,366,1,1
1,2,1,0,1,1,8,24,1690,543,3,350,3,1
1,2,1,0,1,0,8,32,217,692,3,-1,0,2
4,1,2,0,1,0,8,33,5792,55,2,-1,0,1
1,1,1,0,1,1,8,37,2016,20,6,-1,0,1
0,2,2,0,1,0,8,33,701,59,2,-1,0,1
4,0,2,0,1,0,8,60,-4057,242,6,-1,0,1
1,1,0,0,1,0,8,38,1428,33,5,-1,0,1
7,1,1,0,1,0,8,26,0,130,4,-1,0,1
4,1,2,0,0,0,8,32,91,126,2,356,2,1
